id,status,name,slug,category,subCategory,tags,town,region,address,contactName,phone,whatsapp,email,website,facebook,instagram,openingHours,shortDescription,description,createdAt,approvedAt,approvedBy,shuffleSeed
aFI3jnJApqvW8YTSfieX,approved,בירליך בירה מקיבוץ מנרה,byrlyk-byrh-mkybvtz-mnrh-mnr5rtnm,מתנות ומזכרות,,,מנרה,,קיבוץ מנרה,נעם ארליך,054-2179524,542179524,Beerlich1@gmail.com,http://Www.beerlich.com,https://www.facebook.com/share/1K37pgzyeb/,https://www.instagram.com/beerlich.beer?igsh=MjhndTd5cW90N2o5,בתיאום מראש,,"מתמחים בחיבורים בין אנשים  במקום שבו השמים נוגעים בהרים, בין גבול לציונות, נולד הסיפור של בירליך זה לא רק מותג בירה זו משפחה, זו אדמה, זו מורשת שמתחברת לכל לגימה. הכול התחיל מגרעין קטן. סבא וסבתא שלנו היוו את הגרעין הזה, כשהקימו את קיבוץ מנרה על רכס רמים, מתוך חזון, אומץ ואהבה לארץ.  הם עלו לגובה כדי לראות רחוק – ואנחנו, הדור הבא, ממשיכים את הסיפור הזה עם אותה התשוקה, רק בבקבוק ובכוס",2026-04-09T07:31:26.677Z,2026-04-09T07:32:40.242Z,sgolan20@gmail.com,694870682
0IND63fdR6PKFrEyAwB7,approved,Amir Abu Saleh,amir-abu-saleh-mnsohgdq,תיירות ואירוח,,,מסעדה,,מגדל שמס,אמיר,522970081,522970081,,,,,כל השבוע מ8 עד 18:00,,"צימרים מפנקים,אירוח דרוזים,קטיף דובדבנים עצמי בעונה.",2026-04-10T09:03:02.266Z,2026-04-10T11:33:13.495Z,sgolan20@gmail.com,230830827
xS1aW30iG8thPZUwbDAs,approved,בראקה קפה,brakh-kph-mnr4bzng,מסעדנות וקייטרינג,,,מעיין ברוך,,,ברק נאור,051-244-2852,,,,,,ב- שבת 9:00-16:00,,עגלת קפה מקסימה במעין ברוך אוכל טעים וטרי כל יום.  אוירה מדהימה שרות מעולה  נוף לחרמון . ישיבה באויר הפתוח במתחם יפיפה ונעים  שטח גדול לישיבה,2026-04-09T06:51:09.906Z,2026-04-09T07:04:59.134Z,sgolan20@gmail.com,939621453
Wtbc1kPBS6zkyznwjlgE,approved,הסדנא-נגרות עם יזהר,hsdna-ngrvt-am-yzhr-mnvyv13a,נגרות ועבודות מתכת,,,מעיין ברוך,,מעיין ברוך,יזהר,547191271,,izharot@gmail.com,,https://www.facebook.com/share/1E9mV5RyJ9/,https://www.instagram.com/hasdna_izhar?igsh=OTRybThndTN3OTMw,,,סדנאות נגרות מגיעים לכל מקום,2026-04-12T16:16:50.653Z,2026-04-12T16:31:02.840Z,sgolan20@gmail.com,499538024
HAScnuxejcu3dhKtOrQr,approved,לייזר טאג צפון,lyyzr-tag-tzpvn-mnvu9vcg,ספורט ופנאי,,,מעיין ברוך,,לייזר טאג צפון בוויז,אבי שלמה,586533333,,0586533333lt@gmail.com,,,,24 שעות. סגור בשבת.,,משחקי מלחמה עם נשקי אינפרא אדום,2026-04-12T14:08:24.088Z,2026-04-12T14:25:10.932Z,sgolan20@gmail.com,229045528
IS4OZcJLfbpEA7MhJoec,approved,פיינטבול הגושרים,pyyntbvl-hgvshrym-mnvu5tq6,תיירות ואירוח,,,מעיין ברוך,,פיינטבול הגושרים בוויז,אבי שלמה,050-547-3508,,shlomo.avi@gmail.com,https://www.pbhg.co.il,,,24 שעות סגור בשבת,,פעילות פיינטבול במחם,2026-04-12T14:05:15.362Z,2026-04-12T14:25:11.819Z,sgolan20@gmail.com,443606072
EHDoTDfLoPqDMvytC08H,approved,מכון לשיקום העור דבורה חרבי,mkvn-lshykvm-havr-dbvrh-chrby-mnr5e9b9,יופי וטיפוח,,,מעלות-תרשיחא,,מצדה 26 מעלות,דבורה חרבי,539267988,539267988,deborahbrami@hotmail.com,,https://www.facebook.com/deborahskincaremaalot/,https://www.instagram.com/deborah_medical_pedicure?igsh=ZHh5amhyc3g1MmJy&utm_source=qr,10:00-19:00,,"טיפולי פנים, לייזר להסרת שיער, אפילציה, פדיקור קלאסי ורפואי, לק ג'ל",2026-04-09T07:20:54.528Z,2026-04-09T07:25:04.222Z,sgolan20@gmail.com,681249687
9NqfLRUoF6eCABRnAEGl,approved,A Place to Remember,a-place-to-remember-mnqzulq9,תיירות ואירוח,,,מעלות-תרשיחא,,"קורנית 26, מעלות",איריס חסקי,545826682,,,,,,"קבלה 14:00, יציאה 11:00. פתוח כל ימות השבוע אבל לא מקבלים בשבת",,"https://photos.app.goo.gl/ezn9vXn7XJQourD76 נשמח לארח אתכם בדירת אירוח יפיפיה במעלות!! דירת שלושה חדרים, שני חדרי שינה, מקלחת ושירותים, מטבחון, 2 טלוויזיות ומרפסת נוף מהממת. הדירה מיועדת בעיקר לזוגות שרוצים חופשה רגועה ומהנה ויש אפשרות עד חמישה אנשים. האירוח כולל מצעים, מגבות, קפה, חלב ועוד הפתעות. להזמנות ניתן ליצור קשר עם איריס, 0545826682 או דרך בוקינג, לחפש את A Place to Remember, Maalot נ.ב. אין לעשן במקום, גם לא במרפסת",2026-04-09T04:45:38.665Z,2026-04-09T05:36:10.790Z,sgolan20@gmail.com,989712100
k6bxcsdtFHtQqcnM6vhm,approved,קיאמה,kyamh-mnr7w99v,אומנות ועבודת יד,,,משגב עם,,,שחר גל,545410526,,kiamajewelry@gmail.com,,,https://www.instagram.com/kiama.jewelry?igsh=MXgwaDRua2I0a2lyYg%3D%3D&utm_source=qr,,,תכשיטים בעבודת יד בכסף וציפוי זהב בשילוב אבני חן,2026-04-09T08:30:53.318Z,2026-04-09T08:53:43.298Z,sgolan20@gmail.com,979736308
VvZVQKSN2XqtQHXkmbsv,approved,הדרכת טיולים בעולם,hdrkt-tyvlym-bavlm-mnr4bpi8,חינוך והדרכה,,,משגב עם,,קיבוץ. שגב עם,ירון בן נון,502067171,,bennunyaron5@gmail.com,,,,24-Jul,,"מדריך בגיאורגיה, קירגיססטאן, אזייברגאן, יןן, נפאל, מונטנגרו, רומניה ופורטוגל.",2026-04-09T06:50:55.559Z,2026-04-09T07:05:01.648Z,sgolan20@gmail.com,137093958
jiccARCcvjULyon6nf0o,approved,יערה- רפואה סינית,yarh-rpvah-synyt-mnr46mya,טיפולים ובריאות,,,משגב עם,,משגב עם,יערה קויאטק,545901951,,,,https://www.facebook.com/share/16A1HeunEH/,https://www.instagram.com/yaara_chinese_medicine?igsh=MWx6dmh5NDJhOGQwbQ==,,,"טיפולי דיקור או שיאצו ממוקדים לטיפול בטראומה והשפעותיה על הגוף, עם כלים פרקטיים לוויסות, הפחתת חרדה והתמודדות עם מצבי דחק.",2026-04-09T06:46:59.034Z,2026-04-09T07:05:06.191Z,sgolan20@gmail.com,690615187
IBhYgGAOYmEj8wGOwwf1,approved,ליליום תכשיטים,lylyvm-tkshytym-mnrewvcn,מתנות ומזכרות,,,משגב עם,,קיבוץ משגב עם,הדס מן,054-817-3322,,Hadas@LiliumJewelry.co.il,https://liliumjewelry.co.il,,,א-ה 09:00-18:00,,"היי! אם אנחנו עדיין לא מכירות, זה בדיוק הזמן. נעים מאוד, אני ליליום תכשיטים 🤍  אנחי כאן כדי לדאוג שקופסת התכשיטים שלך תהיה מדויקת, קלאסית ומלאה בסטייל. אצלי תוכלי למצוא תכשיטי כסף 925 אמיתי, תכשיטי סטיינלס סטיל, ותכשיטי כסף בציפוי זהב,  והכל היפואלרגני, ככה שגם בעלות העור הרגיש יכולות להיות לגמרי רגועות.  מה עוד חשוב לדעת עלי?  אני נותנת אחריות לשנה על התכשיטים. המחירים שלי נוחים ונגישים. יש אופציה להחלפה, כדי שתהיי הכי שלמה עם מה שבחרת. משלוחים מהירים שמגיעים עד אלייך, לכל מקום בארץ!  בא לכן לראות ולמדוד מקרוב? אתן תמיד מוזמנות לקפוץ אלינו בתיאום מראש לקיבוץ משגב עם. מוזמנות לגלול בפיד, להציץ באתר ולמצוא את התכשיט הבא שלכן ✨",2026-04-09T11:47:18.080Z,2026-04-09T11:59:41.938Z,sgolan20@gmail.com,210835069
fxH0dcT3exfqKgS1rphf,approved,רותם וויסקי,rvtm-vvysky-mnrf3kcw,קורסים וסדנאות,,,משגב עם,,קיבוץ משגב עם,רותם יחיא,508818088,,rotemwhisky@gmail.com,https://www.rotemwhisky.co.il,https://www.facebook.com/share/1GoH9zqoqN/?mibextid=wwXIfr,https://www.instagram.com/rotemwhisky?igsh=ZW9tZmV4eXU0ZWsw&utm_source=qr,,,"וויסקי הוא משקה אלכוהולי משובח בעל טעם נרכש ומנעד אינסופי של טעמים. ועבורי, הוא אחד המשקאות המיוחדים בעולם, שהתנסיתי בה לראשונה רק לאחר שחרורי מצה”ל. תרבות הוויסקי התפתחה מאוד בישראל. היום כבר יש מאות סוגים של וויסקי על המדפים, אירועים גדולים, סדנאות ועוד הרבה ערך בקהילה הזו.  לאחרונה שמתי לב שישנם אנשים בארץ שרוצים להיחשף לוויסקי אך חוששים ממנו.הם לא יודעים… מה לקנות? איך לשתות? האם לערבב אותו עם משקה אחר? מה נחשב טוב? ולמה זה כזה “חריף” בפה?  האתר הזה הוקם עבורכם. הוא כולל בתוכו מידע רב בנושאים שונים, סקירות בקבוקים, חנות אקססוריז, מידע על סדנאות ואירועי וויסקי, ואפילו מפת הנחות והטבות מיוחדת לחברי הקהילה!",2026-04-09T11:52:31.604Z,2026-04-09T11:59:38.723Z,sgolan20@gmail.com,539999014
rGz8GHRpBzuBbPJLP1HO,approved,ליליום דיגיטל,lylyvm-dygytl-mnrdm6sl,שיווק ועיצוב,,,משגב עם,,,הדס מן,054-817-3322,,LILIUM.SOCIALM@GMAIL.COM,https://liliumdigital.my.canva.site/-,https://www.facebook.com/lilium.mn,https://www.instagram.com/lilium.digital,א-ה 09:00-18:00,,"היי, אני הדס - אני מנהלת סושיאל ויוצרת תוכן לעסקים. אני יכולה לעצב לכם פיד יפה, ולכתוב תוכן מעניין שיסמן לכם V על ה""שיווק בסושיאל"", אבל... תכלס - המומחיות שלי בהעברת מסרים וביצירת תוכן וידאו. שמצד אחד יהיה ויראלי ויגיע להמון עיניים חדשות,  ומהצד השני יהפוך אתכם לאוטוריטה ברשת בתחום שלכם תוך דגש על העברת תוכן מקצועי ושילוב תוכן אישי שיוצר חיבור בין הקהל לבין המותג שלכם, כך שבפעם הבאה שהלקוחות הפוטנציאלים שלכם יצטרכו את המוצר או את השירות שאתם מספקים -  אתם הראשונים שיעלו להם לראש והם יהיו מוכנים לשלם כמה שצריך כדי לעבוד קודם כל *איתכם*!",2026-04-09T11:11:00.048Z,2026-04-09T11:25:40.876Z,sgolan20@gmail.com,528715803
BNkfSDBHmJnSyVNeqocw,approved,אחוזת שקד,achvzt-shkd-mnr2ey0s,תיירות ואירוח,,,משמר הירדן,,המושבה 121 משמר הירדן,דורית,542270651,542270651,doritgigi74@gmail.com,,,https://www.instagram.com/achuzat_shaked?igsh=MXZxY2FybTBhYmpvYg%3D%3D&utm_source=qr,,,מתחם של צימרים יוקרתי במושב משמר הירדן קרוב לרפטינג נהר הירדן ועוד הרבה מסעדות ואטרקציות מתאים לזוגות משפחות ועוד…יש בריכה מחוממת ג׳קוזי פרטי ופינת ברביקיו גדולה .,2026-04-09T05:57:27.630Z,2026-04-09T06:23:21.628Z,sgolan20@gmail.com,742650780
UiNXr1Jm121fJjoBAiIB,approved,צימרים פינה במעיין,tzymrym-pynh-bmayyn-mnvqufqu,תיירות ואירוח,,,משמר הירדן,,רחוב המושבה 11 מושב משמר הירדן,אלמוג,523313718,,,https://Www.pinabamaaian.co.il,,,כל השבוע 9.00-22.00,,יש לנו בקתות עץ מטופחות שלוש זוגיות אפשר להוסיף שני ילדים ושני בקתות עץ משפחתיות אחת לחמש נפשות השנייה לשש נפשות יש בריכה גינות רחבות ומטופחות פינות ישיבה מוצלות עצים שיחים ופרחים יש בית כנסת פעיל וסופרמרקט במושב אנו נגישים לכל האטרקציות לירדן רמת הגולן לכנרת להמון נחלים חורשות צמודים לאתר קק״ל חירבת ירדא מקום נהדר לטיולים ו פיקניקים ועוד אנו מארחים באהבה ושמחים לתת שירות מלא ברוכים הבאים להתראות,2026-04-12T12:32:25.615Z,2026-04-12T13:04:38.157Z,sgolan20@gmail.com,189319601
fgfy4lZ6tLXEKYbjd00e,approved,WORK E!,work-e-mnsts4o3,ספורט ופנאי,,,נאות גולן,,מושב נאות גולן,עינת כהן,545515503,,studioworke@gmail.com,,,https://www.instagram.com/einat_nadivi?igsh=MWFzMW93ZnRmNHExMg%3D%3D&utm_source=qr,"ראשון 19:30, רביעי 19:00, חמישי 8:30",,"שמי עינת כהן, אני מאמנת כושר מעל ל-10 שנים. מאמנת בעיקר נשים (גם הריוניות). הסטודיו שלי ביתי ונעים, עד 6 בנות באימון, והאימונים מותאמים לכל סוגי המתאמנות (מגיל 12 ועד גיל הזהב).  בסטודיו מתקיימים אימוני רצועות TRX, פונקציונלי, עיצוב וחיטוב ואירובי טרמפולינות שיעיף אתכן באוויר!",2026-04-10T11:31:18.343Z,2026-04-10T11:33:00.096Z,sgolan20@gmail.com,765158211
PuvJ2dA6GXvPWUUciqG8,approved,הגלריה נאות,hglryh-navt-mnr6sa1h,אומנות ועבודת יד,,,נאות מרדכי,,קיבוץ נאות מרדכי,רוני,532865754,532865754,neot.gallery@gmail.com,https://www.neot-gallery.com/,https://www.facebook.com/share/1Zu4mWaste/?mibextid=wwXIfr,https://www.instagram.com/neot_gallery?igsh=NWtvcHBhNWdobzB2,א-ד 10:00-16:00 חמישי 11:00-17:00 שישי 9:00-14:00,,גלריה מדהימה בקיבוץ נאות מרדכי שבגליל העליון  אומנות תוצרת מקומית מתנות מארזי שי ויבוא מיוחד ומוקפד לעיצוב הבית  אתר אונליין עם משלוחים לכל הארץ,2026-04-09T07:59:51.368Z,2026-04-09T08:53:50.098Z,sgolan20@gmail.com,78500824
KMSBaWFrAMl2dwfN0MP4,approved,Sederly - שירותי משרד,sederly-shyrvty-mshrd-mnvg93cn,ייעוץ והדרכה עסקית,,,נאות מרדכי,,,רעות רז,050-3504099,,sederly.ai@gmail.com,,,,א-ה 8-16,,"בעלי ובעלות עסקים רבים מתמודדים עם עומס, פיזור ותחושת הצפה ביומיום.  העבודה ""מסביב"" - תיאומים, גבייה, משימות קטנות - לוקחת מקום, ולעיתים מקשה להתקדם בדיוק בכיוון הרצוי. אני כאן כדי להחזיק יחד את המרחב הזה  - לעזור לייצר סדר, להתפקס, ולהשאיר זמן ואנרגיה למה שחשוב באמת- הגדלת הכנסות.  מה כולל השירות שאני מציעה? ניהול שוטף של המשרד  מענה למיילים, תיאום פגישות, מעקב אחרי גבייה ומשימות  כדי לדעת שהדברים מתקדמים גם כשאתם לא שם.  ארגון תהליכים ושגרות עבודה  סדר במשימות, תכנון יומי/שבועי, והרגלים קטנים שעוזרים להוריד עומס ולשמור על כיוון ברור.  מפגש שבועי קצר וממוקד  פעם בשבוע עוצרים לרגע. מסתכלים יחד על מה קרה השבוע, מה התקדם, מה התעכב  ומתכננים את ההמשך.  פוקוס לאורך זמן  המפגשים והעבודה שביניהם שומרים על חיבור למה שחשוב באמת, בלי להתפזר.",2026-04-12T07:35:52.237Z,2026-04-12T08:40:57.820Z,sgolan20@gmail.com,740488093
ST36aszaAUYps2S0H0Xv,approved,ליווי אישי לגיל השלישי,lyvvy-ayshy-lgyl-hshlyshy-mnvgg9dg,ספורט ופנאי,,,נאות מרדכי,,,רעות רז,503504099,,sederly.ai@gmail.com,https://reut-goldenage.lovable.app,,,,,"ליווי אישי לגיל השלישי יוצקים תוכן, עניין וחיוך לשגרת השבוע  אני רעות, ואני מזמינה אתכם (או את ההורים שלכם) למפגש שבועי של שעתיים באיזור בגליל העליון.   מה נעשה? מה שמרחיב את הלב. נטייל, נשוחח, או פשוט נקדיש זמן לתחביבים שאתם אוהבים. מיוחד למעוניינים: במפגשים הראשונים נוכל ליצור יחד ""ספר לנכדים"" – מזכרת מרגשת של סיפורים ותמונות שתישאר לדורות הבאים.",2026-04-12T07:41:26.620Z,2026-04-12T08:41:04.021Z,sgolan20@gmail.com,684892876
lCo2KI7oIiQtYQBUUc57,approved,רותם אבני - יחסים עם מסכים | מאמן לאיזון דיגיטלי,rvtm-abny-ychsym-am-mskym-mamn-layzvn-dygytly-mnvuwcgl,קורסים וסדנאות,,,נאות מרדכי,,נאות מרדכי,רותם אבני,542874416,,rotemavny@gmail.com,https://relationscreens.com/,https://www.facebook.com/share/18EkXimGR7/,https://rotemavny.ux,,,אני מאמן לאיזון דיגיטלי.  אני עוזר לאנשים לשבור הרגלים דיגיטלים מדכאים ולאמץ אורח חיים קשוב יותר בהתנהלות הדיגיטלית יומיומית,2026-04-12T14:25:50.396Z,2026-04-12T16:31:25.251Z,sgolan20@gmail.com,528905563
CkENP9DDt1jaFjwi51wF,approved,DogGo,doggo-mnrrjhw8,אחר,,,נהריה,,נהריה,רוני בן יוסף,547263369,547263369,,https://www.facebook.com/share/1JJJwUndfe/?mibextid=wwXIfr,https://www.facebook.com/share/1JJJwUndfe/?mibextid=wwXIfr,,א-ה 8:00-20:00 ו-שבת סגור,,• פנסיון כלבים 🐕 • ליווי ואילוף כלבים 🐶  • מספרת כלבים 💈🫧🧼 • כלבנות מעצימה לילדים • חוגים לילדים והפעלות ימי הולדת 🥳🎈 • קונדיטוריה לכלבים 🧁🎂🍪,2026-04-09T17:40:50.665Z,2026-04-09T18:08:24.285Z,sgolan20@gmail.com,619487691
vnq4FDDtytk3hnxLaCYh,approved,ענת שדה - אימון וליווי כלכלי,ant-shdh-aymvn-vlyvvy-klkly-mnrhwmab,אחר,,,נהריה,,,ענת שדה,546765711,,anatsdh@gmail.com,,,,,,"שמי ענת שדה ואני מאמנת כלכלית. במסגרת הסטאז' שלי אני מחפשת מתאמנים שמרגישים שהם זקוקים לתהליך שאני מציעה.  אני רוצה לשתף קצת  על איך נראה תהליך האימון הכלכלי שאני מציעה 🙌  מדובר בתהליך ממוקד הכולל 6 מפגשים אישיים, בהם נעבור יחד שלב אחרי שלב: 🔹 נבדוק את המצב הכלכלי הנוכחי ונבין את התמונה המלאה 🔹 נבנה תקציב אישי/משפחתי מותאם לצרכים שלכם 🔹 נלטש ונטייב את התקציב כדי שיתאים באמת לחיים שלכם 🔹 נבחן את הנכסים הקיימים 🔹 ונצא לדרך אל עבר הגשמת המטרות והחלומות  התהליך מתאים במיוחד לאנשים: ✔️ שרוצים שינוי אמיתי ✔️ פתוחים ללמידה ולעבודה עצמית ✔️ ומוכנים לקחת אחריות על חייהם הכלכליים  כחלק מהסטאז’, ההשתתפות היא בעלות סמלית חד-פעמית בלבד.  אם אתם מרגישים שזה בדיוק הזמן שלכם לעשות סדר, לקבל כלים מעשיים ולבנות עתיד כלכלי בטוח – אני כאן בשבילכם. שלחו לי הודעה בפרטי, ונתחיל יחד 💫 ענת שדה 0546765711",2026-04-09T13:11:05.568Z,2026-04-09T13:12:58.998Z,sgolan20@gmail.com,89040522
aBZyQsYBr1iVKqHKBxYn,approved,Impact+,impact-mnyfhvfv,שיווק ועיצוב,,,נהריה,,,שרון כהן,509030901,,faceit0@gmail.com,,,,,,"בעלי עסקים, אתם מפסידים לקוחות בגלל נראות מיושנת? 🛑  האמת היא שרוב הלקוחות שלכם מחליטים אם לקנות מכם בשבריר השנייה הראשון שהם רואים את המודעה או הבאנר שלכם. אם זה לא נראה מקצועי – הם פשוט ממשיכים לגלול.  אני עוזר לבעלי עסקים להפסיק לבזבז שעות ב-Canva ולייצר באנרים שמביאים פניות.  מה אני מציע? חבילת קריאייטיב ממוקדת לעסק שלכם: ✅ עיצובים מניעים לפעולה (לסטורי, לפוסטים או לממומן). ✅ התאמה מדויקת לשפה של המותג שלכם. ✅ והכי חשוב – שקט נפשי כדי שתוכלו להתעסק במה שאתם טובים בו (ניהול העסק).  רוצים לראות איך העסק שלכם יכול להיראות?",2026-04-14T09:33:06.847Z,2026-04-14T10:29:47.113Z,sgolan20@gmail.com,942256276
hUXIig9pM9PE7ix1qIWo,approved,ציפי הירש,tzypy-hyrsh-mnqj01f3,חינוך והדרכה,,,נוב,,,ציפי הירש,528982221,,tzipihir@gmail.com,,https://www.facebook.com/share/1Q67w8qrJV/,https://www.instagram.com/tzipihir?igsh=OGh0dTZydG92Mm93,,,"אני ציפי הירש,  אני מנחת הורים ומנחת קבוצות. אני מלווה הורים שמתמודדים עם התקפי זעם של ילדם, שנמאס להם שהאווירה בבית מתוחה, שלא מצליחים להנות עם הילד/ים, הם כועסים ומתפרצים וזה גורם להם לרגשות אשם וחוסר אונים. הם מפחדים שההתנהגות של הילד תפגע בו והם לא יודעים מה לעשות. אני עוזרת להם לחזק את ההורות שלהם, להפסיק את התקפי הזעם ולהחזיר את השמחה והאהבה הביתה🙌🏼.",2026-04-08T20:53:58.866Z,2026-04-08T20:59:26.095Z,sgolan20@gmail.com,296655762
mSxpn7AC6TPxpVTBQlnm,approved,רחלי קוסמטיקה,rchly-kvsmtykh-mnr7v8xu,יופי וטיפוח,,,עבדון,,מושב עבדון,רחלי דמרי,503363320,,Raheli.demri@gmail.com,,,,,,"מעניקה לעור שלך את הטיפול המדויק והמקצועי ביותר באווירה שלווה ומחדשת. ניקוי עמוק, החדרת לחות ומראה עור זוהר ובריא כבר מהטיפול הראשון.  כי ליופי שלך מגיע את הכי טוב.",2026-04-09T08:30:06.288Z,2026-04-09T08:53:44.342Z,sgolan20@gmail.com,191488235
Bmnr26IhH1yOkao6rpE6,approved,עדן יקוטי עיצוב גרפי מיתוג עסקי ואישי,adn-ykvty-aytzvb-grpy-mytvg-asky-vayshy-mnr4k2fl,שיווק ועיצוב,,,עבדון,,,עדן יקוטי,546383649,,,,https://www.facebook.com/share/1bGHmkkR1T/,https://www.instagram.com/eden__yakuti_graphic_design?igsh=cGdxc2t5cW9yM2Nv,,,"מעצבת גרפית המתמחה במיתוג עסקים ועיצוב אישי לאירועים. מלווה בעלי עסקים בתהליך בניית שפה ויזואלית מדויקת, ומעצבת חוויות מוקפדות לאירועים מיוחדים.(עיצוב אישי לכל סוגי האירועים עם מתנות ממותגות)",2026-04-09T06:57:25.602Z,2026-04-09T07:04:15.477Z,sgolan20@gmail.com,771512366
rVfkQJIZlmQ0ygrmnLm3,approved,עגלת אוכל אלקע בר,aglt-avkl-alka-br-mnrgoguo,מסעדנות וקייטרינג,,,עין זיוון,,קיבוץ עין זיוון,דור אלקלעי,526904407,,,,,https://www.instagram.com/_elkabar_?igsh=MTZiZGI3YjR2ZTE2OA==,ג'-ש' 9:00-15:00,,עגלת אוכל שממוקמת בתוך קיבוץ עין זיוון. עם מגוון מנות ואוכל מכל התוצרת של הצפון בכלל ושל הגולן בפרט.,2026-04-09T12:36:45.974Z,2026-04-09T12:45:08.329Z,sgolan20@gmail.com,56838707
9QmljAcDij1bYHX1ZSNT,approved,יקב בהט,ykb-bht-mnrdypd1,תיירות ואירוח,,,עין זיוון,,קיבוץ עין זיוון,עופר בהט,508771770,,bahatwinery@gmail.com,https://Bahatwinery.co.il,,,10:00-18:00,,"יקב בוטיק עם מרכז מבקרים, בנוסף מסעדה חלבית והמבורגר. יקב שומר שבת",2026-04-09T11:20:45.051Z,2026-04-09T11:25:39.977Z,sgolan20@gmail.com,798772045
QS3MEy1zPnUfdQan3KwY,approved,ZiniHouse  בקתות נופש עין זיוון,zinihouse-bktvt-nvpsh-ayn-zyvvn-mnsviy5u,תיירות ואירוח,,,עין זיוון,,עין זיוון,מאירה זיני,503746719,,,https://www.booking.com/hotel/il/zini-house.he.html,,https://www.booking.com/hotel/il/zini-house.he.html,,,בקתות עץ בחורש האלונים של עין זיוון  מתאים לזוגות ומשפחות.,2026-04-10T12:20:09.507Z,2026-04-10T13:14:36.799Z,sgolan20@gmail.com,143823992
L4MPUtOCQyMQrbn6w7SY,approved,יין בהר,yyn-bhr-mnr5jx9r,אחר,,,עין יעקב,,הרימון עין יעקב,גבי אליהו,506273639,,etie1968@gmail.com,,https://bit.ly/4hCHskR,https://www.instagram.com/gavhahar1?igsh=MWVpb2loZzZrMHE2Ng%3D%3D&utm_source=qr,,,"יין בהר - חנות ובר יין כשר חלבי בעין יעקב. 🍷 חנות יינות משובחים , מוצרים איכותיים נלווים, מארזים בהתאמה אישית 🎤💃בערבי חמישי - הופעה חיה עם תפריט המשלב יינות משובחים, בירה מהחבית, אלכוהול, קוקטיילים לצד קולינריה בטעמים מענגים. 🥂אולם לארועים פרטיים/כנסים/סדנאות/הרצאות ממוזג עם מערכת הגברה ומסך ברקו, עד 100 איש.",2026-04-09T07:25:18.522Z,2026-04-09T07:25:25.014Z,sgolan20@gmail.com,856490449
okhjTE9r8t1nv6u6ERJH,approved,לה פטיט פריז,lh-ptyt-pryz-mnusrjma,מסעדנות וקייטרינג,,,עין יעקב,,לה פטיט פריז מושב עין יעקב - בוויז,הודיה אליעזר,524638333,,hodaya2411@gmail.com,,https://www.facebook.com/share/17V8h8Uni1/?mibextid=LQQJ4d,https://www.instagram.com/le_petit_paris_5?igsh=MTY0dXFqZ3Jwb2Q3eQ==,,,"בפטיסרי שלנו תוכלו למצוא מאפים, קינוחים ועוגות איכותיים בעבודת יד וכמובן גם קפה ושתייה קרה.   ומגשי אירוח מיוחדים לאירועים ולפגישות בתיאום מראש.",2026-04-11T20:38:23.839Z,2026-04-12T08:40:19.880Z,sgolan20@gmail.com,292252132
pT5sveju2XQ312c8RpOR,approved,בקתות גב ההר צימרים בגליל המערבי,bktvt-gb-hhr-tzymrym-bglyl-hmarby-mnr5axzu,תיירות ואירוח,,,עין יעקב,,"הרימון, עין יעקב",אתי אליהו,525971190,,,https://www.gavhahar-cabins.co.il/,https://bit.ly/41Jr7DX,https://www.instagram.com/gavhahar1?igsh=MWVpb2loZzZrMHE2Ng%3D%3D&utm_source=qr,,,"4 צימרים לזוגות/ משפחות במתחם גדול טבעי ומפנק עם בריכה מחוממת, ג׳קוזי ספא מול השקיעה וסאונה בקומפלקס עם בר יין ׳יין בהר׳ ופטיסרי כשרים לחוויית נופש ייחודי. שירות וביקורות מצוינות.",2026-04-09T07:18:19.619Z,2026-04-09T07:25:09.301Z,sgolan20@gmail.com,832607771
EgdExdkkWYNQVyoSM4bL,approved,צילום,tzylvm-mnrhqpzv,אירועים וצילום,,,עמיעד,,קיבוץ עמיעד,ירון סקג'יו,525958355,,yskajo@gmail.com,,https://www.facebook.com/share/1D3VfrCXPS/,,בתיאום מראש,,"היי, נעים מאוד, שמי ירון סקג'יו – צלם ומנהל עסק לצילום אירועים עם ניסיון של קרוב ל־3 עשורים בתחום.  העסק מתמחה בצילום אירועי בוטיק קטנים ואיכותיים, ביניהם: בר ובת מצווה, בריתות, חתונות, חינות, ימי הולדת,צילומי משפחה, בוקים,צילומי הריון, חלאקה, אירועי חברה, אירועי ספורט ועוד.  הדגש שלנו הוא לא רק על תמונות יפות - אלא על חוויה שלמה ביצירת רגעים בלתי נשכחים ויכולת לתפוס את הרגעים הכי אותנטיים אמיתיים ומרגשים -אלה הדברים שעושים את ההבדל.   הייחודיות שלנו באה לידי בטוי בשירותי המגנטים ובלוקי העץ מהשלב הראשון ועד סיום האירוע.כל לקוח הוא עולם בפני עצמו,הקפדה על יחס אישי,הקשבה מלאה וירידה לפרטים הקטנים ביותר, שמספקים לאורחים זמינות מיידית ומזכרת מרגשת.  אם אתם מחפשים שילוב של ניסיון, מקצועיות, שירות מכל הלב ותוצאה ברמה גבוהה שתישאר איתכם לאורך שנים – אנחנו כאן בשבילכם.  ירון סקג'יו - 0525958355 📸",2026-04-09T13:06:31.118Z,2026-04-09T13:13:16.505Z,sgolan20@gmail.com,911445796
